age,tenure_months,monthly_charges,total_charges,num_products,has_support_ticket,contract_type,payment_method,churn
50,40,52.07427404381274,1844.3407753065492,4,0,0,0,0
25,39,92.4422672614117,1472.6455057321266,3,0,1,3,1
61,14,94.58370120309642,5280.217013237085,3,0,2,2,1
61,32,40.03591435487127,6799.325493470271,3,1,2,0,0
22,51,106.8122813490531,5822.108010445623,4,1,1,0,0
56,38,91.49240402022477,6357.539706708291,2,0,2,3,1
21,23,76.27502863433827,3297.9075897730786,4,0,0,2,1
23,63,67.15324601025128,5267.1987834387855,2,1,0,0,1
62,15,74.32328057899582,2898.4662995137187,4,0,0,1,0
49,25,35.92457382792645,4251.486513552256,4,0,2,3,0
69,17,40.370124927627415,3904.9152876254125,2,0,0,0,0
47,66,29.116449040619166,1497.4084466364498,3,0,2,0,1
64,53,35.36580381611127,3157.9222066514835,2,0,0,1,0
52,51,65.36936346052826,7714.195976310573,1,0,1,1,0
57,39,73.0354393728256,2063.7840359480424,1,0,2,3,1
69,51,21.78618924783194,1157.0495166079609,2,1,2,3,0
33,70,99.67978278640275,3406.786910829089,4,0,0,1,1
30,6,49.41679733434779,6343.66811329517,1,1,2,3,0
67,67,111.18360349599111,4698.971015261781,1,1,2,1,0
59,7,116.75112636137777,5479.701135182132,4,0,1,0,0
47,51,38.54588746766544,1598.5893005799498,4,0,1,1,1
36,42,66.20972907656606,4989.690724761,3,0,0,1,0
34,64,20.123183516642587,2655.653119800643,4,0,1,2,0
36,15,79.83272651224269,6690.996591042664,2,1,0,1,1
45,29,80.73064482626712,5071.460567484816,2,0,0,1,0
43,33,44.753995560337515,1670.9645944248377,3,1,0,2,0
54,27,75.84126725831979,610.4717707682805,1,0,2,3,0
43,36,42.55401424437355,436.8023533675586,1,0,1,2,0
40,29,36.08254690781901,3034.127684436112,4,0,0,0,0
26,38,85.15194668022647,2200.2239795690766,2,0,1,2,0
29,57,52.59254639520749,5204.111975353813,1,0,0,0,0
18,27,79.02639388856224,4044.7372963310845,3,0,1,3,0
18,55,63.32467489716556,2201.5522962425075,3,0,1,2,0
64,33,118.4351407402904,1278.9784458063914,2,0,0,2,0
51,68,34.95806426675658,1104.8781252308518,3,1,2,3,0
49,66,66.45985966358101,6930.817097909299,3,0,1,0,0
65,10,88.04566263593253,2023.4759503984512,2,1,2,2,0
42,5,59.55450838799687,5248.51411849665,4,1,2,0,0
57,38,117.46998518706899,6504.418831091503,4,1,0,2,0
62,13,92.18876279269351,4951.242358359415,3,0,0,1,1
18,31,85.69838575644931,6890.565330010872,4,1,0,2,0
